xref_interpro,count,interpro_name
IPR008988,1,"Transcriptional repressor, C-terminal (homologous_superfamily)"
IPR008986,1,EV matrix protein (family)
IPR008983,1,Tumour necrosis factor-like domain superfamily (homologous_superfamily)
IPR003351,1,Dishevelled protein domain (domain)
IPR008977,1,PHM/PNGase F domain superfamily (homologous_superfamily)
IPR003362,1,Bacterial sugar transferase (domain)
IPR008965,1,"CBM2/CBM3, carbohydrate-binding domain superfamily (homologous_superfamily)"
IPR008962,1,PapD-like superfamily (homologous_superfamily)
IPR008954,1,Moesin tail domain superfamily (homologous_superfamily)
IPR008937,1,Ras-like guanine nucleotide exchange factor (family)
IPR008278,1,4'-phosphopantetheinyl transferase domain (domain)
IPR008269,1,"Peptidase S16, Lon proteolytic domain (domain)"
IPR006571,1,TLDc domain (domain)
IPR006914,1,VENN motif-containing domain (domain)
IPR007135,1,Ubiquitin-like-conjugating enzyme Atg3/Atg10 (family)
IPR007125,1,Histone H2A/H2B/H3 (domain)
IPR007112,1,"Expansin/pollen allergen, DPBB domain (domain)"
IPR003607,1,HD/PDEase domain (domain)
IPR003609,1,PAN/Apple domain (domain)
IPR007084,1,BRICHOS domain (domain)
IPR007083,1,"RNA polymerase Rpb1, domain 4 (domain)"
IPR007081,1,"RNA polymerase Rpb1, domain 5 (domain)"
IPR007066,1,"RNA polymerase Rpb1, domain 3 (domain)"
IPR007055,1,BON domain (domain)
IPR007045,1,5-keto 4-deoxyuronate isomerase (family)
IPR007008,1,Poxvirus A6 (family)
IPR006794,1,"Transcriptional activator, Zfx / Zfy domain (domain)"
IPR007164,1,GTP-dependent dephospho-CoA kinase (family)
IPR006716,1,ERG2/sigma1 receptor-like (family)
IPR006692,1,COPA/B second beta-propeller domain (domain)
IPR006687,1,"Small GTPase superfamily, SAR1-type (family)"
IPR006674,1,HD domain (domain)
IPR006638,1,"Elp3/MiaA/NifB-like, radical SAM core domain (domain)"
IPR006633,1,Carbohydrate-binding/sugar hydrolysis domain (domain)
IPR006628,1,Purine-rich element binding protein family (family)
IPR006626,1,Parallel beta-helix repeat (repeat)
IPR006620,1,"Prolyl 4-hydroxylase, alpha subunit (domain)"
IPR006597,1,Sel1-like repeat (repeat)
IPR006594,1,LIS1 homology motif (conserved_site)
IPR006576,1,BRK domain (domain)
IPR007138,1,Antibiotic biosynthesis monooxygenase domain (domain)
IPR007167,1,Ferrous iron transporter FeoA-like domain (domain)
IPR003563,1,Oxidized purine nucleoside triphosphate (family)
IPR007862,1,"Adenylate kinase, active site lid domain (domain)"
IPR008258,1,Transglycosylase SLT domain 1 (domain)
IPR008254,1,Flavodoxin/nitric oxide synthase (domain)
IPR008250,1,"P-type ATPase, A domain superfamily (homologous_superfamily)"
IPR008207,1,"Signal transduction histidine kinase, phosphotransfer (Hpt) domain (domain)"
IPR008162,1,Inorganic pyrophosphatase (family)
IPR003583,1,"Helix-hairpin-helix DNA-binding motif, class 1 (domain)"
IPR008145,1,Guanylate kinase/L-type calcium channel beta subunit (domain)
IPR008144,1,Guanylate kinase-like domain (domain)
IPR008104,1,Macrophage infectivity potentiator (family)
IPR007930,1,Protein of unknown function DUF724 (family)
IPR007922,1,Protein of unknown function DUF721/UPF0232 (family)
IPR007884,1,Protein-L-histidine N-pros-methyltransferase (family)
IPR007833,1,Capsule polysaccharide biosynthesis (family)
IPR007259,1,Gamma-tubulin complex component protein (family)
IPR007809,1,FlgN-like protein (family)
IPR007737,1,Mga helix-turn-helix domain (domain)
IPR007710,1,Nucleoside 2-deoxyribosyltransferase (family)
IPR007664,1,Poxvirus A28 (family)
IPR007551,1,Protein of unknown function DUF520 (family)
IPR007544,1,Type 1 encapsulin shell protein (family)
IPR007487,1,"ABC transporter, tyrosine-binding protein-like (family)"
IPR007484,1,Peptidase M28 (domain)
IPR007463,1,Protein of unknown function DUF507 (family)
IPR007374,1,ASCH domain (domain)
IPR007365,1,"Transferrin receptor-like, dimerisation domain (domain)"
IPR007342,1,Pseudouridine-5'-phosphate glycosidase (family)
IPR016137,1,RGS domain (domain)
IPR016139,1,"Ribosome-inactivating protein, subdomain 2 (homologous_superfamily)"
IPR034263,1,"Ephrin type-A receptor 2, ligand binding domain (domain)"
IPR002335,1,Myoglobin (family)
IPR026465,1,"Serine-rich repeat adhesion glycoprotein, N-terminal domain (domain)"
IPR026113,1,tRNA N(3)-methylcytidine methyltransferase METTL2/6/8-like (family)
IPR025983,1,Cysteine-rich CPCC domain (domain)
IPR025954,1,DBC1/CARP1 catalytically inactive NUDIX hydrolase domain (domain)
IPR025944,1,"Sigma-54 interaction domain, conserved site (conserved_site)"
IPR025943,1,"Sigma-54 interaction domain, ATP-binding site 2 (binding_site)"
IPR025921,1,HmuY protein (family)
IPR025894,1,"Polycomb-like MTF2 factor 2, C-terminal domain (domain)"
IPR025860,1,Major prion protein N-terminal (domain)
IPR025804,1,Poxvirus/kinetoplastid-type cap-specific nucleoside 2-O-methyltransferase (family)
IPR025799,1,Protein arginine N-methyltransferase (family)
IPR025789,1,Histone-lysine N-methyltransferase DOT1 domain (domain)
IPR025729,1,MsyB protein (family)
IPR025711,1,PepSY domain (domain)
IPR025704,1,"E3 ubiquitin ligase UBR4, C-terminal (domain)"
IPR025224,1,Cell cycle and apoptosis regulator protein (family)
IPR025223,1,S1-like RNA binding domain (domain)
IPR024973,1,ESPR domain (domain)
IPR024968,1,"S-layer protein, C-terminal domain, lactobacillus (domain)"
IPR024936,1,Cyclophilin-type peptidyl-prolyl cis-trans isomerase (family)
IPR024935,1,Rubredoxin domain (domain)
IPR024934,1,Rubredoxin-like domain (domain)
IPR024922,1,Rubredoxin (family)
IPR001621,1,Fungal ligninase (family)
IPR024788,1,Malectin-like domain (domain)
IPR024779,1,"2OGFeDO JBP1/TET, oxygenase domain (domain)"
IPR024604,1,"Serine/threonine-protein kinase haspin, C-terminal (domain)"
IPR026818,1,Adenomatous polyposis coli (APC) family (family)
IPR026831,1,Adenomatous polyposis coli protein (homologous_superfamily)
IPR027065,1,Lon protease (family)
IPR027450,1,Alpha-ketoglutarate-dependent dioxygenase AlkB-like (domain)
IPR028207,1,"DNA polymerase beta, palm domain (domain)"
IPR028098,1,"Glycosyltransferase subfamily 4-like, N-terminal domain (domain)"
IPR001544,1,Aminotransferase class IV (family)
IPR028081,1,Leucine-binding protein domain (domain)
IPR027936,1,"Ephrin receptor, transmembrane domain (domain)"
IPR027887,1,Protein of unknown function DUF4464 (family)
IPR027797,1,Pre-toxin TG domain (domain)
IPR027640,1,Kinesin-like protein (family)
IPR027627,1,Putative glycosyltransferase (family)
IPR027510,1,"6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, MptE (family)"
IPR027502,1,Inosine triphosphate pyrophosphatase (family)
IPR027452,1,"Hypoxia-inducible factor 1-alpha inhibitor, domain II (homologous_superfamily)"
IPR027449,1,"5-keto-4-deoxyuronate isomerase, N-terminal (homologous_superfamily)"
IPR027079,1,TFIIH subunit Tfb1/GTF2H1 (family)
IPR001555,1,"Phosphoribosylglycinamide formyltransferase, active site (active_site)"
IPR027421,1,DNA polymerase lambda lyase domain superfamily (homologous_superfamily)
IPR001565,1,Synaptotagmin (domain)
IPR001570,1,"Peptidase M4, C-terminal (domain)"
IPR027324,1,Microtubule associated protein MAP2/MAP4/Tau (family)
IPR027310,1,Profilin conserved site (conserved_site)
IPR027304,1,Trigger factor/SurA domain superfamily (homologous_superfamily)
IPR001574,1,Ribosome-inactivating protein (family)
IPR027268,1,"Peptidase M4/M1, CTD superfamily (homologous_superfamily)"
IPR027263,1,Mast/stem cell growth factor receptor (family)
IPR027257,1,Mitogen-activated protein kinase kinase kinase 12 (family)
IPR027256,1,"P-type ATPase, subfamily IB (family)"
IPR024589,1,"Fungal ligninase, C-terminal (domain)"
IPR024580,1,Dishevelled C-terminal (domain)
IPR024548,1,"Copper type II ascorbate-dependent monooxygenase, C-terminal (domain)"
IPR001729,1,Pulmonary surfactant-associated protein C (family)
IPR023572,1,Archease domain (domain)
IPR001728,1,Thyroid hormone receptor (family)
IPR023557,1,"4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD, probable (family)"
IPR023420,1,"Tyrosine-protein kinase SYK/ZAP-70, inter-SH2 domain superfamily (homologous_superfamily)"
IPR023419,1,"Transthyretin, conserved site (conserved_site)"
IPR023418,1,"Transthyretin, thyroxine binding site (binding_site)"
IPR023416,1,Transthyretin/hydroxyisourate hydrolase domain (domain)
IPR023415,1,"Low-density lipoprotein (LDL) receptor class A, conserved site (conserved_site)"
IPR023410,1,14-3-3 domain (domain)
IPR023409,1,"14-3-3 protein, conserved site (conserved_site)"
IPR023398,1,Translation Initiation factor eIF- 4e-like (homologous_superfamily)
IPR023397,1,"S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain superfamily (homologous_superfamily)"
IPR023347,1,Lysozyme domain superfamily (homologous_superfamily)
IPR023578,1,Ras guanine nucleotide exchange factor domain superfamily (homologous_superfamily)
IPR001752,1,Kinesin motor domain (domain)
IPR023317,1,"Peptidase S1A, plasmin (family)"
IPR023313,1,"Ubiquitin-conjugating enzyme, active site (active_site)"
IPR023299,1,"P-type ATPase, cytoplasmic domain N (homologous_superfamily)"
IPR023298,1,"P-type ATPase, transmembrane domain superfamily (homologous_superfamily)"
IPR023271,1,Aquaporin-like (homologous_superfamily)
IPR023250,1,Cyclin-dependent kinase 2-interacting protein (family)
IPR001757,1,P-type ATPase (family)
IPR001759,1,Pentraxin-related (family)
IPR023205,1,Thiol:disulphide interchange protein DsbA/DsbL (family)
IPR023174,1,"3'5'-cyclic nucleotide phosphodiesterase, conserved site (conserved_site)"
IPR023170,1,"Helix-hairpin-helix, base-excision DNA repair, C-terminal (homologous_superfamily)"
IPR023577,1,CYTH domain (domain)
IPR023606,1,CoA-transferase family III domain 1 superfamily (homologous_superfamily)
IPR024535,1,"Rhamnogalacturonase A/B/Epimerase-like, pectate lyase domain (domain)"
IPR023833,1,SipW-dependent-type signal peptide (domain)
IPR024478,1,"Chemotaxis methyl-accepting receptor HlyB-like, 4HB MCP domain (domain)"
IPR024449,1,"Anti-sigma factor RsgI, N-terminal (domain)"
IPR001665,1,Norovirus peptidase C37 (domain)
IPR024177,1,Biotin synthase (family)
IPR024156,1,"Small GTPase superfamily, ARF type (family)"
IPR024134,1,Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone (family)
IPR024128,1,T-cell surface glycoprotein CD3 zeta subunit (family)
IPR001670,1,"Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA (domain)"
IPR024056,1,Apical membrane antigen 1 domain superfamily (homologous_superfamily)
IPR023966,1,"Arginine beta-hydroxylase, Fe2/alpha-ketoglutarate-dependent (family)"
IPR023953,1,Heme oxygenase IsdG (family)
IPR023848,1,TasA anchoring/assembly protein (family)
IPR001679,1,NAD-dependent DNA ligase (family)
IPR023612,1,Peptidase M4 (family)
IPR001683,1,Phox homology (domain)
IPR023809,1,Thiopeptide-type bacteriocin biosynthesis domain (domain)
IPR001713,1,"Proteinase inhibitor I25A, stefin (family)"
IPR023799,1,Ribosome-binding factor A domain superfamily (homologous_superfamily)
IPR023796,1,Serpin domain (domain)
IPR023795,1,"Serpin, conserved site (conserved_site)"
IPR023753,1,FAD/NAD(P)-binding domain (domain)
IPR023743,1,Aquaporin Z (family)
IPR001714,1,"Peptidase M24, methionine aminopeptidase (family)"
IPR001722,1,"Glycoside hydrolase, family 7 (family)"
IPR023649,1,Deoxyribose-phosphate aldolase type II (family)
IPR023635,1,Peptide deformylase (family)
IPR028570,1,"Kalirin/Triple functional domain protein, SH3 domain 1 (domain)"
IPR028607,1,"2-deoxynucleoside 5-phosphate N-hydrolase 1, DNPH1 (family)"
IPR028614,1,GDP-L-fucose synthase/GDP-L-colitose synthase (family)
IPR032465,1,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (family)
IPR033119,1,"Glycoside hydrolase family 11, active site 2 (active_site)"
IPR033114,1,Cas9-type HNH domain (domain)
IPR032857,1,Alpha-ketoglutarate-dependent dioxygenase alkB homologue 4 (family)
IPR032838,1,"VWA-Hint protein, Vwaint domain (domain)"
IPR032778,1,Growth factor receptor domain 4 (domain)
IPR032696,1,"Squalene cyclase, C-terminal (domain)"
IPR001401,1,"Dynamin, GTPase domain (domain)"
IPR001404,1,Heat shock protein Hsp90 family (family)
IPR001406,1,"Pseudouridine synthase I, TruA (family)"
IPR032532,1,Domain of unknown function DUF4955 (domain)
IPR001415,1,Parathyroid hormone/parathyroid hormone-related protein (family)
IPR001424,1,"Superoxide dismutase, copper/zinc binding domain (domain)"
IPR032453,1,"Homeobox protein PKNOX/Meis, N-terminal (domain)"
IPR033123,1,Glycosyl hydrolases family 11 (GH11) domain (domain)
IPR032420,1,"Ubiquitin-activating enzyme E1, four-helix bundle (domain)"
IPR032418,1,"Ubiquitin-activating enzyme E1, FCCH domain (domain)"
IPR032397,1,Rel homology dimerisation domain (domain)
IPR032353,1,"Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain (domain)"
IPR032282,1,"Hydroxyacylglutathione hydrolase, C-terminal domain (domain)"
IPR032240,1,"CRISPR-associated endonuclease Cas9, REC lobe (domain)"
IPR032239,1,"CRISPR-associated endonuclease Cas9, bridge helix (domain)"
IPR032237,1,"CRISPR-associated endonuclease Cas9, PAM-interacting domain (domain)"
IPR032190,1,"Niemann-Pick C1, N-terminal (domain)"
IPR032038,1,"Adenomatous polyposis coli, N-terminal dimerisation domain (domain)"
IPR032033,1,Cytochrome P460 (domain)
IPR031968,1,VASt domain (domain)
IPR033121,1,Peptidase family A1 domain (domain)
IPR033127,1,"Ubiquitin-activating enzyme E1, Cys active site (active_site)"
IPR031813,1,Domain of unknown function DUF4745 (domain)
IPR033739,1,"Peptidase M10A, catalytic domain (domain)"
IPR034204,1,Subtilisin SUB1-like catalytic domain (domain)
IPR034202,1,Subtilisin Carlsberg-like catalytic domain (domain)
IPR034193,1,Proteinase K-like catalytic domain (domain)
IPR034166,1,"Npl3, RNA recognition motif 1 (domain)"
IPR034163,1,Aspergillopepsin-like catalytic domain (domain)
IPR034160,1,"DNA gyrase subunit B, TOPRIM domain (domain)"
IPR033992,1,"Natural killer cell receptor-like, C-type lectin-like domain (domain)"
IPR033989,1,"CD209-like, C-type lectin-like domain (domain)"
IPR033923,1,p21 activated kinase binding domain (domain)
IPR033810,1,Carboxypeptidase T (domain)
IPR033790,1,"Lectin Bc2l-C, N-terminal domain, betaproteobacteria (domain)"
IPR033760,1,Integrin beta N-terminal (domain)
IPR033702,1,"Polo-like kinase 1, catalytic domain (domain)"
IPR033131,1,"Pectinesterase, Asp active site (active_site)"
IPR033701,1,First polo-box domain (domain)
IPR033695,1,Second polo-box domain (domain)
IPR033690,1,"Adenylate kinase, conserved site (conserved_site)"
IPR033659,1,"Ferrochelatase, N-terminal (domain)"
IPR033644,1,"Ferrochelatase, C-terminal (domain)"
IPR033479,1,Double Cache domain 1 (domain)
IPR033469,1,CYTH-like domain superfamily (homologous_superfamily)
IPR033379,1,Histidine acid phosphatase active site (active_site)
IPR033337,1,MT-associated protein TORTIFOLIA1/SINE1-2 (family)
IPR033270,1,VPRBP/DCAF1 family (family)
IPR033139,1,"Peptidase family C14A, cysteine active site (active_site)"
IPR033136,1,"NAD-dependent DNA ligase, conserved site (conserved_site)"
IPR031823,1,TRAP transporter T-component (family)
IPR031725,1,
IPR028629,1,CRISPR-associated endonuclease Cas9 (family)
IPR029055,1,"Nucleophile aminohydrolases, N-terminal (homologous_superfamily)"
IPR029752,1,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1 (conserved_site)"
IPR029494,1,"ssDNA thymidine ADP-ribosyltransferase, DarT (domain)"
IPR029426,1,"FAM86, N-terminal (domain)"
IPR029398,1,"DNA polymerase beta, thumb domain (domain)"
IPR029295,1,"Snf2, ATP coupling domain (domain)"
IPR029132,1,Choloylglycine hydrolase/NAAA C-terminal (domain)
IPR001453,1,MoaB/Mog domain (domain)
IPR001461,1,Aspartic peptidase A1 (family)
IPR029068,1,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase (homologous_superfamily)
IPR001464,1,Annexin (family)
IPR029059,1,Alpha/beta hydrolase fold-5 (domain)
IPR029056,1,Ribokinase-like (homologous_superfamily)
IPR001469,1,"ATP synthase, F1 complex, delta/epsilon subunit (family)"
IPR029903,1,RmlD-like substrate binding domain (domain)
IPR001486,1,Truncated hemoglobin (family)
IPR029044,1,Nucleotide-diphospho-sugar transferases (homologous_superfamily)
IPR029039,1,Flavoprotein-like superfamily (homologous_superfamily)
IPR001492,1,Flagellin (family)
IPR029030,1,Caspase-like domain superfamily (homologous_superfamily)
IPR001525,1,C-5 cytosine methyltransferase (family)
IPR029012,1,Helix hairpin bin domain superfamily (homologous_superfamily)
IPR029001,1,Inosine triphosphate pyrophosphatase-like (homologous_superfamily)
IPR029000,1,Cyclophilin-like domain superfamily (homologous_superfamily)
IPR001535,1,Arenavirus glycoprotein (family)
IPR028941,1,WHIM2 domain (domain)
IPR028846,1,Recoverin family (family)
IPR001447,1,Arylamine N-acetyltransferase (family)
IPR030373,1,"Polyamine biosynthesis domain, conserved site (conserved_site)"
IPR031358,1,"Stealth protein CR1, conserved region 1 (domain)"
IPR001441,1,Decaprenyl diphosphate synthase-like (family)
IPR031357,1,"Stealth protein CR3, conserved region 3 (domain)"
IPR031356,1,"Stealth protein CR4, conserved region 4 (domain)"
IPR031354,1,"Bromodomain protein 4, C-terminal (domain)"
IPR031314,1,Deoxynucleoside kinase domain (domain)
IPR031303,1,"DNA methylase, C-5 cytosine-specific, conserved site (conserved_site)"
IPR031264,1,Retinol-binding protein 1 (family)
IPR001426,1,"Tyrosine-protein kinase, receptor class V, conserved site (conserved_site)"
IPR031202,1,"PHD finger protein 1, PHD finger 1 (domain)"
IPR031162,1,CBP/p300-type histone acetyltransferase domain (domain)
IPR031148,1,Plexin family (family)
IPR031127,1,E3 ubiquitin ligase RBR family (family)
IPR031037,1,"Peptide O-prenyltransferase, LynF/TruF/PatF family (family)"
IPR030855,1,Bifunctional ligase/repressor BirA (family)
IPR030374,1,Polyamine biosynthesis domain (domain)
IPR030673,1,"Pyrophosphatase, GppA/Ppx-type (family)"
IPR030668,1,"Spermidine/spermine synthase, eukaryotes (family)"
IPR030658,1,Macrophage colony-stimulating factor 1 receptor (family)
IPR030655,1,NifH/chlL conserved site (conserved_site)
IPR030523,1,SH2B adapter protein (family)
IPR030480,1,"Natriuretic peptide, conserved site (conserved_site)"
IPR030476,1,"Pentaxin, conserved site (conserved_site)"
IPR030445,1,Histone H3-K79 methyltransferase (family)
IPR030395,1,Glycerophosphodiester phosphodiesterase domain (domain)
IPR030393,1,EngB-type guanine nucleotide-binding (G) domain (domain)
IPR030381,1,Dynamin-type guanine nucleotide-binding (G) domain (domain)
IPR030375,1,Poxvirus cap-specific nucleoside 2-O-methyltransferase (family)
IPR023128,1,"Protein N-terminal glutamine amidohydrolase, alpha beta roll (domain)"
IPR023112,1,Antifungal protein domain superfamily (homologous_superfamily)
IPR023088,1,3'5'-cyclic nucleotide phosphodiesterase (family)
IPR018195,1,"Transferrin family, iron binding site (binding_site)"
IPR018358,1,"Disintegrin, conserved site (conserved_site)"
IPR018333,1,Squalene cyclase (family)
IPR018323,1,"Outer membrane lipoprotein carrier protein LolA, Proteobacteria (family)"
IPR002123,1,Phospholipid/glycerol acyltransferase (domain)
IPR018303,1,"P-type ATPase, phosphorylation site (ptm)"
IPR018252,1,"Annexin repeat, conserved site (conserved_site)"
IPR002125,1,Cytidine and deoxycytidylate deaminase domain (domain)
IPR018239,1,"NAD-dependent DNA ligase, active site (active_site)"
IPR018228,1,"Deoxyribonuclease, TatD-related, conserved site (conserved_site)"
IPR018218,1,Scorpion long chain toxin (family)
IPR018211,1,"Alcohol dehydrogenase, iron-type, conserved site (conserved_site)"
IPR018208,1,"Glycoside hydrolase family 11, active site 1 (active_site)"
IPR002130,1,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain (domain)
IPR018368,1,"ClpA/B, conserved site 1 (conserved_site)"
IPR018171,1,"Peptidyl-tRNA hydrolase, conserved site (conserved_site)"
IPR018152,1,"Superoxide dismutase, copper/zinc, binding site (binding_site)"
IPR018123,1,"WWE domain, subgroup (domain)"
IPR018117,1,"DNA methylase, C-5 cytosine-specific, active site (active_site)"
IPR002137,1,"Beta-lactamase, class-D active site (active_site)"
IPR018096,1,"Interleukin-4/interleukin-13, conserved site (conserved_site)"
IPR018075,1,Ubiquitin-activating enzyme E1 (family)
IPR002138,1,"Peptidase C14, caspase non-catalytic subunit p10 (domain)"
IPR002139,1,Ribokinase/fructokinase (family)
IPR018051,1,"Surfactant-associated polypeptide, palmitoylation site (ptm)"
IPR018039,1,"Intermediate filament protein, conserved site (conserved_site)"
IPR017989,1,Ribosome-inactivating protein type 1/2 (family)
IPR002105,1,Dockerin type I repeat (repeat)
IPR018379,1,BEN domain (domain)
IPR002145,1,"Ribbon-helix-helix protein, CopG (domain)"
IPR018799,1,TRAF3-interacting protein 1 (family)
IPR019410,1,Lysine methyltransferase (family)
IPR019312,1,CCR4-NOT transcription complex subunit 11 (family)
IPR019178,1,"Phosphatidylinositol 4,5-bisphosphate 4-phosphatase (family)"
IPR019087,1,"Mediator of RNA polymerase II transcription subunit 15, N-terminal (domain)"
IPR002075,1,Nuclear transport factor 2 domain (domain)
IPR002078,1,RNA polymerase sigma factor 54 interaction domain (domain)
IPR002082,1,Aspartate carbamoyltransferase (family)
IPR018965,1,"Ubiquitin-activating enzyme E1, C-terminal (domain)"
IPR018958,1,Knr4/Smi1-like domain (domain)
IPR018944,1,"DNA polymerase lambda, fingers domain (domain)"
IPR018933,1,"Netrin module, non-TIMP type (domain)"
IPR018865,1,Inactive serine/threonine-protein kinase 19-like (family)
IPR018724,1,2OG-Fe dioxygenase (family)
IPR018470,1,Periplasmic metal-binding protein Tp34-type (family)
IPR018618,1,Vacuolar import/degradation protein Vid24 (family)
IPR002095,1,"Monellin, B chain (family)"
IPR018527,1,"Rubredoxin, iron-binding site (binding_site)"
IPR018522,1,"DNA topoisomerase, type IIA, conserved site (conserved_site)"
IPR018520,1,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site (conserved_site)"
IPR018517,1,"tRNA-dihydrouridine synthase, conserved site (conserved_site)"
IPR018506,1,"Cytochrome b5, heme-binding site (binding_site)"
IPR018502,1,Annexin repeat (repeat)
IPR018501,1,DDT domain (domain)
IPR018494,1,"Oxysterol-binding protein, conserved site (conserved_site)"
IPR018487,1,Hemopexin-like repeats (repeat)
IPR018486,1,"Hemopexin, conserved site (conserved_site)"
IPR017988,1,Ribosome-inactivating protein conserved site (conserved_site)
IPR002155,1,Thiolase (family)
IPR002073,1,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain (domain)"
IPR016247,1,"Tyrosine-protein kinase, receptor ROR (family)"
IPR016763,1,Vesicle-associated membrane-protein-associated protein (family)
IPR016743,1,Nuclear factor interleukin-3-regulated protein (family)
IPR016495,1,p53 negative regulator Mdm2/Mdm4 (family)
IPR016391,1,Coatomer subunit alpha (family)
IPR016363,1,Legume lectin (family)
IPR016361,1,"Transcriptional enhancer factor, metazoa (family)"
IPR016357,1,Transferrin (family)
IPR016334,1,"Protein-tyrosine phosphatase, receptor type R/non-receptor type 5 (family)"
IPR016289,1,Endo-beta-N-acetylglucosaminidase (family)
IPR016287,1,Beta-agarase (family)
IPR016257,1,Ephrin receptor type-A /type-B (family)
IPR002225,1,3-beta hydroxysteroid dehydrogenase/isomerase (domain)
IPR016246,1,"Tyrosine-protein kinase, insulin-like receptor (family)"
IPR017051,1,"Peptidase S1A, matripase (family)"
IPR016245,1,"Tyrosine protein kinase, EGF/ERB/XmrK receptor (family)"
IPR016237,1,"Serine/threonine-protein kinase, Ulk1/Ulk2 (family)"
IPR016235,1,"Tyrosine/threonine-protein kinase, Cdc2 inhibitor (family)"
IPR016222,1,"Glycerol-3-phosphate O-acyltransferase, chloroplast (family)"
IPR016211,1,"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, bacterial/archaeal (family)"
IPR002277,1,Lysophosphatidic acid receptor EDG-2 (family)
IPR016193,1,Cytidine deaminase-like (homologous_superfamily)
IPR016192,1,"APOBEC/CMP deaminase, zinc-binding (binding_site)"
IPR016188,1,"PurM-like, N-terminal domain (domain)"
IPR002288,1,"DNA gyrase B subunit, C-terminal (domain)"
IPR002327,1,"Cytochrome c, class IA/ IB (family)"
IPR002328,1,"Alcohol dehydrogenase, zinc-type, conserved site (conserved_site)"
IPR016849,1,Histone acetyltransferase Rtt109 (family)
IPR017134,1,Ubiquitin-protein ligase E3A (family)
IPR017961,1,"DNA polymerase, Y-family, little finger domain (domain)"
IPR002197,1,"DNA binding HTH domain, Fis-type (domain)"
IPR017949,1,"Thaumatin, conserved site (conserved_site)"
IPR017946,1,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily (homologous_superfamily)"
IPR017941,1,Rieske [2Fe-2S] iron-sulphur domain (domain)
IPR002168,1,"Lipase, GDXG, putative histidine active site (active_site)"
IPR017926,1,Glutamine amidotransferase (domain)
IPR002173,1,"Carbohydrate/purine kinase, PfkB, conserved site (conserved_site)"
IPR017923,1,"Transcription factor IIS, N-terminal (domain)"
IPR017921,1,"Zinc finger, CTCHY-type (domain)"
IPR017896,1,"4Fe-4S ferredoxin-type, iron-sulphur binding domain (domain)"
IPR002182,1,NB-ARC (domain)
IPR002195,1,"Dihydroorotase, conserved site (conserved_site)"
IPR002196,1,"Glycoside hydrolase, family 24 (family)"
IPR017782,1,Hydroxyacylglutathione hydrolase (family)
IPR017164,1,Wee1-like protein kinase (family)
IPR017448,1,
IPR002220,1,DapA-like (family)
IPR017431,1,Interferon regulatory factor-1/2 (family)
IPR017425,1,Mitogen-activated protein (MAP) kinase kinase kinase 14 (family)
IPR017421,1,
IPR017419,1,Mitogen-activated protein kinase kinase kinase 12/13 (family)
IPR017402,1,Proteorhodopsin (family)
IPR017376,1,Herpesvirus UL49A (family)
IPR017341,1,Membrane cofactor protein CD46 (family)
IPR017251,1,Apoptotic protease-activating factor 1 (family)
IPR017198,1,DNA (cytosine-5)-methyltransferase 1-like (family)
IPR017194,1,"Transforming growth factor-beta receptor, type II (family)"
IPR019447,1,"DNA/RNA-binding protein Kin17, WH-like domain (domain)"
IPR019491,1,"Lipoate protein ligase, C-terminal (domain)"
IPR023083,1,"Glycerol-3-phosphate O-acyltransferase, alpha helical bundle, N-terminal (domain)"
IPR021522,1,Copper transporter MctB (family)
IPR022272,1,Lipocalin family conserved site (conserved_site)
IPR022263,1,KxYKxGKxW signal peptide (conserved_site)
IPR022246,1,"Bacteriophage T7, Gp17, C-terminal (domain)"
IPR022245,1,"Rubivirus non-structural protein, C-terminal (domain)"
IPR022132,1,Homeobox protein (family)
IPR021991,1,"UHRF1, tandem tudor domain (domain)"
IPR021965,1,"Plasminogen ligand, VEK-30 (domain)"
IPR021867,1,S-adenosylmethionine-dependent methyltransferase Bmt2-like (family)
IPR021790,1,"PTBP1-like, RNA recognition motif 2 (domain)"
IPR021718,1,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term (domain)
IPR021663,1,T-cell surface glycoprotein CD3 zeta subunit/High affinity IgE receptor gamma subunit (family)
IPR021574,1,Sialyltransferase PMO188 (family)
IPR021520,1,"Stealth protein CR2, conserved region 2 (domain)"
IPR022331,1,Neurogenic locus Notch 3 (family)
IPR021495,1,Protein CHLORORESPIRATORY REDUCTION 42-like (family)
IPR021253,1,Protein of unknown function DUF2796 (family)
IPR021190,1,Peptidase M10A (family)
